"raw_id","source_id","raw_layer","raw_term","target_asset","candidate_view","concept_kind","mapping_confidence","mapping_note"
"NF-R026","NF01","fit_example","关键时刻可靠可以补偿日常陪伴少","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R027","NF02","need_content","被理解","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R028","NF02","need_content","陪伴","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R029","NF02","need_content","自主和空间","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R030","NF02","need_content","安全感","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R031","NF02","need_content","生理吸引","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R032","NF02","need_content","性","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R033","NF02","need_content","新鲜感","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R034","NF02","need_content","被认可","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R035","NF02","need_content","稳定","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R036","NF02","need_content","成长","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R037","NF02","need_content","归属","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R038","NF02","need_content","共同活动","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R039","NF02","attraction_layer","大众外在吸引","Need / Fit Space","N1｜Need Content","need_content","medium",""
"NF-R040","NF02","attraction_layer","我个人是否顺眼","Need / Fit Space","N1｜Need Content","need_content","medium",""
"NF-R041","NF02","attraction_layer","生理性吸引","Need / Fit Space","N1｜Need Content","need_content","medium",""
"NF-R042","NF02","attraction_layer","关系性吸引","Need / Fit Space","N1｜Need Content","need_content","medium",""
"NF-R043","NF02","preference_shape","门槛","Need / Fit Space","N2｜Need Shape / Preference Function","threshold_range_satiation","high",""
"NF-R044","NF02","preference_shape","边际价值递减","Need / Fit Space","N2｜Need Shape / Preference Function","threshold_range_satiation","high",""
"NF-R045","NF02","preference_shape","舒服区间","Need / Fit Space","N2｜Need Shape / Preference Function","threshold_range_satiation","high",""
"NF-R046","NF02","preference_shape","组合意义","Need / Fit Space","N2｜Need Shape / Preference Function","threshold_range_satiation","high",""
"NF-R047","NF02","preference_shape","条件接受","Need / Fit Space","N2｜Need Shape / Preference Function","threshold_range_satiation","high",""
"NF-R048","NF02","preference_shape","愿意交换","Need / Fit Space","N2｜Need Shape / Preference Function","threshold_range_satiation","high",""
"NF-R049","NF02","preference_shape","安全不可交换","Need / Fit Space","N2｜Need Shape / Preference Function","threshold_range_satiation","high",""
"NF-R050","NF02","relationship_process","信任","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R051","NF02","relationship_process","回应","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R052","NF02","relationship_process","公平","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R053","NF02","relationship_process","边界","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R054","NF02","relationship_process","共同目标","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R055","NF02","relationship_process","冲突","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R056","NF02","relationship_process","修复","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R057","NF02","relationship_process","性沟通","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R058","NF02","relationship_process","共同活动","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R059","NF02","relationship_process","各自空间","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R060","NF02","relationship_state","吸引/欲望","Relationship State","Reference State","relationship_state","high","Outcome/state, not a need itself."
"NF-R061","NF02","relationship_state","亲密/连接","Relationship State","Reference State","relationship_state","high","Outcome/state, not a need itself."
"NF-R062","NF02","relationship_state","信任/安全","Relationship State","Reference State","relationship_state","high","Outcome/state, not a need itself."
"NF-R063","NF02","relationship_state","被理解/被回应","Relationship State","Reference State","relationship_state","high","Outcome/state, not a need itself."
"NF-R064","NF02","relationship_state","满意","Relationship State","Reference State","relationship_state","high","Outcome/state, not a need itself."
"NF-R065","NF02","relationship_state","怨恨/消耗","Relationship State","Reference State","relationship_state","high","Outcome/state, not a need itself."
"NF-R066","NF02","relationship_state","自主/空间","Relationship State","Reference State","relationship_state","high","Outcome/state, not a need itself."
"NF-R067","NF02","relationship_state","性满意","Relationship State","Reference State","relationship_state","high","Outcome/state, not a need itself."
"NF-R068","NF02","relationship_state","承诺","Relationship State","Reference State","relationship_state","high","Outcome/state, not a need itself."
"NF-R069","NF02","tradeoff","为了事业心接受陪伴少","Need / Fit Space","N5｜Trade-off / Tolerance","tradeoff_tolerance","high",""
"NF-R070","NF02","tradeoff","为了自由接受共同时间少","Need / Fit Space","N5｜Trade-off / Tolerance","tradeoff_tolerance","high",""
"NF-R071","NF02","tradeoff","为了安全接受刺激少","Need / Fit Space","N5｜Trade-off / Tolerance","tradeoff_tolerance","high",""
"NF-R072","NF02","tradeoff","为了家庭投入接受个人空间少","Need / Fit Space","N5｜Trade-off / Tolerance","tradeoff_tolerance","high",""
"NF-R073","NF02","safety_boundary","身体暴力","Need / Fit Space","N6｜Safety / Non-compensable Boundary","safety_boundary","high",""
"NF-R074","NF02","safety_boundary","性胁迫","Need / Fit Space","N6｜Safety / Non-compensable Boundary","safety_boundary","high",""
"NF-R075","NF02","safety_boundary","强制控制","Need / Fit Space","N6｜Safety / Non-compensable Boundary","safety_boundary","high",""
"NF-R076","NF02","safety_boundary","严重心理虐待","Need / Fit Space","N6｜Safety / Non-compensable Boundary","safety_boundary","high",""
"NF-R077","NF02","safety_boundary","跟踪","Need / Fit Space","N6｜Safety / Non-compensable Boundary","safety_boundary","high",""
"NF-R078","NF02","safety_boundary","威胁","Need / Fit Space","N6｜Safety / Non-compensable Boundary","safety_boundary","high",""
"NF-R079","NF02","safety_boundary","严重经济控制","Need / Fit Space","N6｜Safety / Non-compensable Boundary","safety_boundary","high",""
"NF-R080","NF03","player_need","看着顺眼/生理吸引","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R081","NF03","player_need","经济稳定","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R082","NF03","player_need","事业心/成长性","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R083","NF03","player_need","陪伴和共同时间","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R084","NF03","player_need","被理解/情绪回应","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R085","NF03","player_need","自由和个人空间","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R086","NF03","player_need","家庭投入","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R087","NF03","player_need","社交活力/有趣","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R088","NF03","open_question","最怕选错什么","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R089","NF03","open_question","最希望伴侣给什么感觉","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R090","NF03","tolerance_language","舒服/喜欢","Need / Fit Space","N2｜Need Shape / Preference Function","threshold_range_satiation","high",""
"NF-R091","NF03","tolerance_language","有点不爽但长期能接受","Need / Fit Space","N2｜Need Shape / Preference Function","threshold_range_satiation","high",""
"NF-R092","NF03","tolerance_language","很消耗希望必须改变","Need / Fit Space","N2｜Need Shape / Preference Function","threshold_range_satiation","high",""
"NF-R093","NF03","tolerance_language","不能长期这样过","Need / Fit Space","N2｜Need Shape / Preference Function","threshold_range_satiation","high",""
"NF-R094","NF03","hypothesis","不喜欢高事业投入","Need / Fit Space","N5｜Trade-off / Tolerance","tradeoff_tolerance","high",""
"NF-R095","NF03","hypothesis","不能接受低日常陪伴","Need / Fit Space","N5｜Trade-off / Tolerance","tradeoff_tolerance","high",""
"NF-R096","NF03","hypothesis","真正需要关键时刻高可靠","Need / Fit Space","N5｜Trade-off / Tolerance","tradeoff_tolerance","high",""
"NF-R097","NF03","hypothesis","不能接受长期排在事业后面","Need / Fit Space","N5｜Trade-off / Tolerance","tradeoff_tolerance","high",""
"NF-R098","NF03","hypothesis","不能接受生活时间不可控","Need / Fit Space","N5｜Trade-off / Tolerance","tradeoff_tolerance","high",""
"NF-R099","NF03","choice_map","必须要的","Need / Fit Space","N5｜Trade-off / Tolerance","tradeoff_tolerance","high",""
"NF-R100","NF03","choice_map","明显喜欢但不是硬门槛","Need / Fit Space","N5｜Trade-off / Tolerance","tradeoff_tolerance","high",""
"NF-R101","NF03","choice_map","长期最难承受的","Need / Fit Space","N5｜Trade-off / Tolerance","tradeoff_tolerance","high",""
"NF-R102","NF03","choice_map","其实能接受的不完美","Need / Fit Space","N5｜Trade-off / Tolerance","tradeoff_tolerance","high",""
"NF-R103","NF03","choice_map","愿意做的交换","Need / Fit Space","N5｜Trade-off / Tolerance","tradeoff_tolerance","high",""
"NF-R104","NF03","choice_map","真正喜欢的共同生活","Need / Fit Space","N5｜Trade-off / Tolerance","tradeoff_tolerance","high",""
"NF-R105","NF04","engine_need","NEED_DAILY_COMPANIONSHIP","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R106","NF04","engine_need","NEED_AUTONOMY","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R107","NF04","engine_need","NEED_SOCIAL_ENERGY","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R108","NF04","engine_need","NEED_PREDICTABILITY","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R109","NF04","engine_need","NEED_FAIRNESS","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R110","NF04","engine_need","NEED_FAMILY_INVESTMENT","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R111","NF04","engine_need","NEED_RESPONSIVENESS","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R112","NF04","engine_need","NEED_GROWTH","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R113","NF04","engine_need","NEED_RELATIONSHIP_PRIORITY","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R114","NF04","engine_need","NEED_CRISIS_RELIABILITY","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R115","NF04","engine_need","NEED_SOCIAL_BOUNDARY","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R116","NF04","engine_need","NEED_ECONOMIC_SECURITY","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R117","NF05","responsiveness","被理解","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R118","NF05","responsiveness","被验证/认可","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R119","NF05","responsiveness","被关心","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R120","NF05","responsiveness","伴侣理解我的想法","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R121","NF05","responsiveness","伴侣理解我的目标","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R122","NF05","responsiveness","伴侣理解我的需要","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R123","NF05","responsiveness","回应促进亲密","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R124","NF06","basic_need","自主","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R125","NF06","basic_need","胜任","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R126","NF06","basic_need","关系/连接","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R127","NF06","need_support","自主支持","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R128","NF06","need_support","胜任支持","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R129","NF06","need_support","关系支持","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R130","NF06","need_support","互相支持需要","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R131","NF06","need_support","需要受挫","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R132","NF06","need_support","控制式关系","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R133","NF06","need_support","有条件的接纳","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R134","NF06","clarification","自主不等于疏离","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R135","NF06","clarification","依赖也可以是自主选择","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R136","NF06","clarification","连接和自主可以同时满足","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R137","NF07","fit_dimension","人生目标相似","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R138","NF07","fit_dimension","价值相似","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R139","NF07","fit_dimension","人格相似","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R140","NF07","fit_dimension","具体维度相似","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R141","NF07","fit_dimension","整体画像相似","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R142","NF07","fit_caution","相似效应总体较小","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R143","NF07","fit_caution","个体特征常比相似度更能预测结果","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R144","NF07","fit_caution","不同维度相似效果不同","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R145","NF08","attachment_need","依恋焦虑","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R146","NF08","attachment_need","依恋回避","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R147","NF08","attachment_need","安全感","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R148","NF08","attachment_need","被抛弃担忧","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R149","NF08","attachment_need","亲密回避","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R150","NF08","attachment_need","伴侣影响","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R151","NF09","goal_support","回应式支持","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R152","NF09","goal_support","实际支持","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R153","NF09","goal_support","负面支持","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R154","NF09","goal_support","自我效能","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R155","NF09","goal_support","目标承诺","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R156","NF09","goal_support","目标进展","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R157","NF09","goal_support","伴侣支持成长","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R158","NF10","sexual_need","性沟通频率","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R159","NF10","sexual_need","性沟通质量","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R160","NF10","sexual_need","性自我披露","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R161","NF10","sexual_need","性满意","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R162","NF10","sexual_need","关系满意","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R163","NF11","sexual_autonomy","性自主支持","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R164","NF11","sexual_autonomy","性需要满足","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R165","NF11","sexual_autonomy","性满意","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R166","NF11","sexual_autonomy","关系满意","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R167","NF11","sexual_autonomy","不施压","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R168","NF11","sexual_autonomy","尊重性选择","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R169","NF12","dyadic_coping","共同应对","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R170","NF12","dyadic_coping","伴侣支持","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R171","NF12","dyadic_coping","压力沟通","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R172","NF12","dyadic_coping","共同承担","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R173","NF12","dyadic_coping","积极共同应对","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R174","NF12","dyadic_coping","消极共同应对","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R175","NF12","dyadic_coping","we-perspective","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R176","NF13","fairness_need","家务公平","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R177","NF13","fairness_need","育儿公平","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R178","NF13","fairness_need","伴侣情绪支持","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R179","NF13","fairness_need","负面互动","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R180","NF13","fairness_need","关系满意","Need / Fit Space","N3｜Fulfillment / Relationship Mechanism","fulfillment_mechanism","high",""
"NF-R181","NF14","financial_fit","共同账户","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R182","NF14","financial_fit","部分共同/部分分开","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R183","NF14","financial_fit","完全分开","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R184","NF14","financial_fit","财务压力","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R185","NF14","financial_fit","财务安全","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R186","NF14","financial_fit","共同财务安排","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R187","NF15","family_fit","与父母关系","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R188","NF15","family_fit","与姻亲关系","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R189","NF15","family_fit","孝亲义务","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R190","NF15","family_fit","家庭边界","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R191","NF15","family_fit","父母介入","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R192","NF15","family_fit","多重家庭关系","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R193","NF16","china_youth_preference","道德品质","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R194","NF16","china_youth_preference","三观","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R195","NF16","china_youth_preference","性格","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R196","NF17","china_youth_fit","三观相合","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R197","NF17","china_youth_fit","家庭背景","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R198","NF17","china_youth_fit","经济条件","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R199","NF17","china_youth_fit","职业类别","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R200","NF18","network_need_language","高情绪价值","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R201","NF18","network_need_language","高物质保障","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R202","NF18","network_need_language","信任","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R203","NF18","network_need_language","边界","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R204","NF18","network_need_language","情感依赖","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R205","NF18","network_need_language","高颜值","Need / Fit Space","N1｜Need Content","need_or_user_language","medium",""
"NF-R206","NF19","ideal_factor","温暖/可信","Reference Model","Reference Factor","academic_factor","high","Reference construct; map to user language before content use."
"NF-R207","NF19","ideal_factor","活力/吸引力","Reference Model","Reference Factor","academic_factor","high","Reference construct; map to user language before content use."
"NF-R208","NF19","ideal_factor","地位/资源","Reference Model","Reference Factor","academic_factor","high","Reference construct; map to user language before content use."
"NF-R209","NF20","preference_component","身体吸引/physicality","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R210","NF20","preference_component","关怀/compassion","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R211","NF20","preference_component","能力/competence","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
"NF-R212","NF20","preference_component","兼容性/compatibility","Need / Fit Space","N4｜Fit Mode / Coordination","fit_relation","high",""
