"candidate_id","person_concept_id","person_feature","scene_domain_id","scene_domain","stage_id","stage","trigger_id","trigger","need_id","need_content","need_shape_hint","mechanism_hint","topic_question_stub","generation_method","review_status"
"CC2-00011","PF-A01","外在吸引","SC-S2-08","社交/朋友/个人空间","SC-S1-05","结婚/建立家庭","SC-S3-09","社交/边界事件","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「外在吸引」进入「结婚/建立家庭」的「社交/朋友/个人空间」，遇到「社交/边界事件」时，对重视「陪伴/连接/归属」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00012","PF-A01","外在吸引","SC-S2-08","社交/朋友/个人空间","SC-S1-05","结婚/建立家庭","SC-S3-09","社交/边界事件","NF-N1-10","性/身体亲密","Gate / fit","N3-10","当「外在吸引」进入「结婚/建立家庭」的「社交/朋友/个人空间」，遇到「社交/边界事件」时，对重视「性/身体亲密」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00013","PF-A01","外在吸引","SC-S2-08","社交/朋友/个人空间","SC-S1-05","结婚/建立家庭","SC-S3-10","反复小问题累积","NF-N1-01","吸引/欲望","Gate / person-specific","N3-06/N3-10","当「外在吸引」进入「结婚/建立家庭」的「社交/朋友/个人空间」，遇到「反复小问题累积」时，对重视「吸引/欲望」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00014","PF-A01","外在吸引","SC-S2-08","社交/朋友/个人空间","SC-S1-05","结婚/建立家庭","SC-S3-10","反复小问题累积","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「外在吸引」进入「结婚/建立家庭」的「社交/朋友/个人空间」，遇到「反复小问题累积」时，对重视「陪伴/连接/归属」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00015","PF-A01","外在吸引","SC-S2-08","社交/朋友/个人空间","SC-S1-05","结婚/建立家庭","SC-S3-10","反复小问题累积","NF-N1-10","性/身体亲密","Gate / fit","N3-10","当「外在吸引」进入「结婚/建立家庭」的「社交/朋友/个人空间」，遇到「反复小问题累积」时，对重视「性/身体亲密」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00016","PF-A01","外在吸引","SC-S2-09","兴趣/休闲/旅行","SC-S1-01","认识/相亲","SC-S3-01","工作时间突变","NF-N1-01","吸引/欲望","Gate / person-specific","N3-06/N3-10","当「外在吸引」进入「认识/相亲」的「兴趣/休闲/旅行」，遇到「工作时间突变」时，对重视「吸引/欲望」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00017","PF-A01","外在吸引","SC-S2-09","兴趣/休闲/旅行","SC-S1-01","认识/相亲","SC-S3-01","工作时间突变","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「外在吸引」进入「认识/相亲」的「兴趣/休闲/旅行」，遇到「工作时间突变」时，对重视「陪伴/连接/归属」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00018","PF-A01","外在吸引","SC-S2-09","兴趣/休闲/旅行","SC-S1-01","认识/相亲","SC-S3-01","工作时间突变","NF-N1-10","性/身体亲密","Gate / fit","N3-10","当「外在吸引」进入「认识/相亲」的「兴趣/休闲/旅行」，遇到「工作时间突变」时，对重视「性/身体亲密」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00019","PF-A01","外在吸引","SC-S2-09","兴趣/休闲/旅行","SC-S1-03","稳定交往","SC-S3-01","工作时间突变","NF-N1-01","吸引/欲望","Gate / person-specific","N3-06/N3-10","当「外在吸引」进入「稳定交往」的「兴趣/休闲/旅行」，遇到「工作时间突变」时，对重视「吸引/欲望」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00020","PF-A01","外在吸引","SC-S2-09","兴趣/休闲/旅行","SC-S1-03","稳定交往","SC-S3-01","工作时间突变","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「外在吸引」进入「稳定交往」的「兴趣/休闲/旅行」，遇到「工作时间突变」时，对重视「陪伴/连接/归属」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00021","PF-A01","外在吸引","SC-S2-09","兴趣/休闲/旅行","SC-S1-03","稳定交往","SC-S3-01","工作时间突变","NF-N1-10","性/身体亲密","Gate / fit","N3-10","当「外在吸引」进入「稳定交往」的「兴趣/休闲/旅行」，遇到「工作时间突变」时，对重视「性/身体亲密」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00022","PF-A01","外在吸引","SC-S2-09","兴趣/休闲/旅行","SC-S1-03","稳定交往","SC-S3-10","反复小问题累积","NF-N1-01","吸引/欲望","Gate / person-specific","N3-06/N3-10","当「外在吸引」进入「稳定交往」的「兴趣/休闲/旅行」，遇到「反复小问题累积」时，对重视「吸引/欲望」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00023","PF-A01","外在吸引","SC-S2-09","兴趣/休闲/旅行","SC-S1-03","稳定交往","SC-S3-10","反复小问题累积","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「外在吸引」进入「稳定交往」的「兴趣/休闲/旅行」，遇到「反复小问题累积」时，对重视「陪伴/连接/归属」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00024","PF-A01","外在吸引","SC-S2-09","兴趣/休闲/旅行","SC-S1-03","稳定交往","SC-S3-10","反复小问题累积","NF-N1-10","性/身体亲密","Gate / fit","N3-10","当「外在吸引」进入「稳定交往」的「兴趣/休闲/旅行」，遇到「反复小问题累积」时，对重视「性/身体亲密」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00025","PF-A01","外在吸引","SC-S2-10","性/身体亲密","SC-S1-02","恋爱/磨合","SC-S3-08","本人健康变化","NF-N1-01","吸引/欲望","Gate / person-specific","N3-06/N3-10","当「外在吸引」进入「恋爱/磨合」的「性/身体亲密」，遇到「本人健康变化」时，对重视「吸引/欲望」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00026","PF-A01","外在吸引","SC-S2-10","性/身体亲密","SC-S1-02","恋爱/磨合","SC-S3-08","本人健康变化","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「外在吸引」进入「恋爱/磨合」的「性/身体亲密」，遇到「本人健康变化」时，对重视「陪伴/连接/归属」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00027","PF-A01","外在吸引","SC-S2-10","性/身体亲密","SC-S1-02","恋爱/磨合","SC-S3-08","本人健康变化","NF-N1-10","性/身体亲密","Gate / fit","N3-10","当「外在吸引」进入「恋爱/磨合」的「性/身体亲密」，遇到「本人健康变化」时，对重视「性/身体亲密」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00028","PF-A01","外在吸引","SC-S2-10","性/身体亲密","SC-S1-02","恋爱/磨合","SC-S3-10","反复小问题累积","NF-N1-01","吸引/欲望","Gate / person-specific","N3-06/N3-10","当「外在吸引」进入「恋爱/磨合」的「性/身体亲密」，遇到「反复小问题累积」时，对重视「吸引/欲望」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00029","PF-A01","外在吸引","SC-S2-10","性/身体亲密","SC-S1-02","恋爱/磨合","SC-S3-10","反复小问题累积","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「外在吸引」进入「恋爱/磨合」的「性/身体亲密」，遇到「反复小问题累积」时，对重视「陪伴/连接/归属」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00030","PF-A01","外在吸引","SC-S2-10","性/身体亲密","SC-S1-02","恋爱/磨合","SC-S3-10","反复小问题累积","NF-N1-10","性/身体亲密","Gate / fit","N3-10","当「外在吸引」进入「恋爱/磨合」的「性/身体亲密」，遇到「反复小问题累积」时，对重视「性/身体亲密」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00031","PF-A01","外在吸引","SC-S2-10","性/身体亲密","SC-S1-05","结婚/建立家庭","SC-S3-08","本人健康变化","NF-N1-01","吸引/欲望","Gate / person-specific","N3-06/N3-10","当「外在吸引」进入「结婚/建立家庭」的「性/身体亲密」，遇到「本人健康变化」时，对重视「吸引/欲望」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00032","PF-A01","外在吸引","SC-S2-10","性/身体亲密","SC-S1-05","结婚/建立家庭","SC-S3-08","本人健康变化","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「外在吸引」进入「结婚/建立家庭」的「性/身体亲密」，遇到「本人健康变化」时，对重视「陪伴/连接/归属」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00033","PF-A01","外在吸引","SC-S2-10","性/身体亲密","SC-S1-05","结婚/建立家庭","SC-S3-08","本人健康变化","NF-N1-10","性/身体亲密","Gate / fit","N3-10","当「外在吸引」进入「结婚/建立家庭」的「性/身体亲密」，遇到「本人健康变化」时，对重视「性/身体亲密」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00034","PF-A01","外在吸引","SC-S2-10","性/身体亲密","SC-S1-05","结婚/建立家庭","SC-S3-10","反复小问题累积","NF-N1-01","吸引/欲望","Gate / person-specific","N3-06/N3-10","当「外在吸引」进入「结婚/建立家庭」的「性/身体亲密」，遇到「反复小问题累积」时，对重视「吸引/欲望」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00035","PF-A01","外在吸引","SC-S2-10","性/身体亲密","SC-S1-05","结婚/建立家庭","SC-S3-10","反复小问题累积","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「外在吸引」进入「结婚/建立家庭」的「性/身体亲密」，遇到「反复小问题累积」时，对重视「陪伴/连接/归属」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00036","PF-A01","外在吸引","SC-S2-10","性/身体亲密","SC-S1-05","结婚/建立家庭","SC-S3-10","反复小问题累积","NF-N1-10","性/身体亲密","Gate / fit","N3-10","当「外在吸引」进入「结婚/建立家庭」的「性/身体亲密」，遇到「反复小问题累积」时，对重视「性/身体亲密」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00037","PF-A04","教育与文化资本","SC-S2-02","工作/事业/学习","SC-S1-02","恋爱/磨合","SC-S3-01","工作时间突变","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「教育与文化资本」进入「恋爱/磨合」的「工作/事业/学习」，遇到「工作时间突变」时，对重视「成长/能力/目标支持」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00038","PF-A04","教育与文化资本","SC-S2-02","工作/事业/学习","SC-S1-02","恋爱/磨合","SC-S3-01","工作时间突变","NF-N1-12","价值/人生方向/未来一致性","Gate / fit","N3-06/N3-07","当「教育与文化资本」进入「恋爱/磨合」的「工作/事业/学习」，遇到「工作时间突变」时，对重视「价值/人生方向/未来一致性」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00039","PF-A04","教育与文化资本","SC-S2-02","工作/事业/学习","SC-S1-02","恋爱/磨合","SC-S3-01","工作时间突变","NF-N1-09","活力/新鲜感/有趣/共同体验","Ideal range","N3-05/N3-06","当「教育与文化资本」进入「恋爱/磨合」的「工作/事业/学习」，遇到「工作时间突变」时，对重视「活力/新鲜感/有趣/共同体验」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00040","PF-A04","教育与文化资本","SC-S2-02","工作/事业/学习","SC-S1-02","恋爱/磨合","SC-S3-02","事业机会/职业转折","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「教育与文化资本」进入「恋爱/磨合」的「工作/事业/学习」，遇到「事业机会/职业转折」时，对重视「成长/能力/目标支持」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00041","PF-A04","教育与文化资本","SC-S2-02","工作/事业/学习","SC-S1-02","恋爱/磨合","SC-S3-02","事业机会/职业转折","NF-N1-12","价值/人生方向/未来一致性","Gate / fit","N3-06/N3-07","当「教育与文化资本」进入「恋爱/磨合」的「工作/事业/学习」，遇到「事业机会/职业转折」时，对重视「价值/人生方向/未来一致性」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00042","PF-A04","教育与文化资本","SC-S2-02","工作/事业/学习","SC-S1-02","恋爱/磨合","SC-S3-02","事业机会/职业转折","NF-N1-09","活力/新鲜感/有趣/共同体验","Ideal range","N3-05/N3-06","当「教育与文化资本」进入「恋爱/磨合」的「工作/事业/学习」，遇到「事业机会/职业转折」时，对重视「活力/新鲜感/有趣/共同体验」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00043","PF-A04","教育与文化资本","SC-S2-02","工作/事业/学习","SC-S1-05","结婚/建立家庭","SC-S3-01","工作时间突变","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「教育与文化资本」进入「结婚/建立家庭」的「工作/事业/学习」，遇到「工作时间突变」时，对重视「成长/能力/目标支持」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00044","PF-A04","教育与文化资本","SC-S2-02","工作/事业/学习","SC-S1-05","结婚/建立家庭","SC-S3-01","工作时间突变","NF-N1-12","价值/人生方向/未来一致性","Gate / fit","N3-06/N3-07","当「教育与文化资本」进入「结婚/建立家庭」的「工作/事业/学习」，遇到「工作时间突变」时，对重视「价值/人生方向/未来一致性」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00045","PF-A04","教育与文化资本","SC-S2-02","工作/事业/学习","SC-S1-05","结婚/建立家庭","SC-S3-01","工作时间突变","NF-N1-09","活力/新鲜感/有趣/共同体验","Ideal range","N3-05/N3-06","当「教育与文化资本」进入「结婚/建立家庭」的「工作/事业/学习」，遇到「工作时间突变」时，对重视「活力/新鲜感/有趣/共同体验」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00046","PF-A04","教育与文化资本","SC-S2-02","工作/事业/学习","SC-S1-05","结婚/建立家庭","SC-S3-02","事业机会/职业转折","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「教育与文化资本」进入「结婚/建立家庭」的「工作/事业/学习」，遇到「事业机会/职业转折」时，对重视「成长/能力/目标支持」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00047","PF-A04","教育与文化资本","SC-S2-02","工作/事业/学习","SC-S1-05","结婚/建立家庭","SC-S3-02","事业机会/职业转折","NF-N1-12","价值/人生方向/未来一致性","Gate / fit","N3-06/N3-07","当「教育与文化资本」进入「结婚/建立家庭」的「工作/事业/学习」，遇到「事业机会/职业转折」时，对重视「价值/人生方向/未来一致性」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00048","PF-A04","教育与文化资本","SC-S2-02","工作/事业/学习","SC-S1-05","结婚/建立家庭","SC-S3-02","事业机会/职业转折","NF-N1-09","活力/新鲜感/有趣/共同体验","Ideal range","N3-05/N3-06","当「教育与文化资本」进入「结婚/建立家庭」的「工作/事业/学习」，遇到「事业机会/职业转折」时，对重视「活力/新鲜感/有趣/共同体验」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00049","PF-A04","教育与文化资本","SC-S2-02","工作/事业/学习","SC-S1-09","中年多重责任","SC-S3-01","工作时间突变","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「教育与文化资本」进入「中年多重责任」的「工作/事业/学习」，遇到「工作时间突变」时，对重视「成长/能力/目标支持」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00050","PF-A04","教育与文化资本","SC-S2-02","工作/事业/学习","SC-S1-09","中年多重责任","SC-S3-01","工作时间突变","NF-N1-12","价值/人生方向/未来一致性","Gate / fit","N3-06/N3-07","当「教育与文化资本」进入「中年多重责任」的「工作/事业/学习」，遇到「工作时间突变」时，对重视「价值/人生方向/未来一致性」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00051","PF-A04","教育与文化资本","SC-S2-02","工作/事业/学习","SC-S1-09","中年多重责任","SC-S3-01","工作时间突变","NF-N1-09","活力/新鲜感/有趣/共同体验","Ideal range","N3-05/N3-06","当「教育与文化资本」进入「中年多重责任」的「工作/事业/学习」，遇到「工作时间突变」时，对重视「活力/新鲜感/有趣/共同体验」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00052","PF-A04","教育与文化资本","SC-S2-02","工作/事业/学习","SC-S1-09","中年多重责任","SC-S3-02","事业机会/职业转折","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「教育与文化资本」进入「中年多重责任」的「工作/事业/学习」，遇到「事业机会/职业转折」时，对重视「成长/能力/目标支持」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00053","PF-A04","教育与文化资本","SC-S2-02","工作/事业/学习","SC-S1-09","中年多重责任","SC-S3-02","事业机会/职业转折","NF-N1-12","价值/人生方向/未来一致性","Gate / fit","N3-06/N3-07","当「教育与文化资本」进入「中年多重责任」的「工作/事业/学习」，遇到「事业机会/职业转折」时，对重视「价值/人生方向/未来一致性」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00054","PF-A04","教育与文化资本","SC-S2-02","工作/事业/学习","SC-S1-09","中年多重责任","SC-S3-02","事业机会/职业转折","NF-N1-09","活力/新鲜感/有趣/共同体验","Ideal range","N3-05/N3-06","当「教育与文化资本」进入「中年多重责任」的「工作/事业/学习」，遇到「事业机会/职业转折」时，对重视「活力/新鲜感/有趣/共同体验」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00055","PF-A04","教育与文化资本","SC-S2-12","价值/人生方向","SC-S1-05","结婚/建立家庭","SC-S3-02","事业机会/职业转折","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「教育与文化资本」进入「结婚/建立家庭」的「价值/人生方向」，遇到「事业机会/职业转折」时，对重视「成长/能力/目标支持」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00056","PF-A04","教育与文化资本","SC-S2-12","价值/人生方向","SC-S1-05","结婚/建立家庭","SC-S3-02","事业机会/职业转折","NF-N1-12","价值/人生方向/未来一致性","Gate / fit","N3-06/N3-07","当「教育与文化资本」进入「结婚/建立家庭」的「价值/人生方向」，遇到「事业机会/职业转折」时，对重视「价值/人生方向/未来一致性」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00057","PF-A04","教育与文化资本","SC-S2-12","价值/人生方向","SC-S1-05","结婚/建立家庭","SC-S3-02","事业机会/职业转折","NF-N1-09","活力/新鲜感/有趣/共同体验","Ideal range","N3-05/N3-06","当「教育与文化资本」进入「结婚/建立家庭」的「价值/人生方向」，遇到「事业机会/职业转折」时，对重视「活力/新鲜感/有趣/共同体验」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00058","PF-A04","教育与文化资本","SC-S2-12","价值/人生方向","SC-S1-05","结婚/建立家庭","SC-S3-06","生育/育儿转折","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「教育与文化资本」进入「结婚/建立家庭」的「价值/人生方向」，遇到「生育/育儿转折」时，对重视「成长/能力/目标支持」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00059","PF-A04","教育与文化资本","SC-S2-12","价值/人生方向","SC-S1-05","结婚/建立家庭","SC-S3-06","生育/育儿转折","NF-N1-12","价值/人生方向/未来一致性","Gate / fit","N3-06/N3-07","当「教育与文化资本」进入「结婚/建立家庭」的「价值/人生方向」，遇到「生育/育儿转折」时，对重视「价值/人生方向/未来一致性」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00060","PF-A04","教育与文化资本","SC-S2-12","价值/人生方向","SC-S1-05","结婚/建立家庭","SC-S3-06","生育/育儿转折","NF-N1-09","活力/新鲜感/有趣/共同体验","Ideal range","N3-05/N3-06","当「教育与文化资本」进入「结婚/建立家庭」的「价值/人生方向」，遇到「生育/育儿转折」时，对重视「活力/新鲜感/有趣/共同体验」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00061","PF-A04","教育与文化资本","SC-S2-12","价值/人生方向","SC-S1-06","备孕/怀孕/生育","SC-S3-02","事业机会/职业转折","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「教育与文化资本」进入「备孕/怀孕/生育」的「价值/人生方向」，遇到「事业机会/职业转折」时，对重视「成长/能力/目标支持」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00062","PF-A04","教育与文化资本","SC-S2-12","价值/人生方向","SC-S1-06","备孕/怀孕/生育","SC-S3-02","事业机会/职业转折","NF-N1-12","价值/人生方向/未来一致性","Gate / fit","N3-06/N3-07","当「教育与文化资本」进入「备孕/怀孕/生育」的「价值/人生方向」，遇到「事业机会/职业转折」时，对重视「价值/人生方向/未来一致性」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00063","PF-A04","教育与文化资本","SC-S2-12","价值/人生方向","SC-S1-06","备孕/怀孕/生育","SC-S3-02","事业机会/职业转折","NF-N1-09","活力/新鲜感/有趣/共同体验","Ideal range","N3-05/N3-06","当「教育与文化资本」进入「备孕/怀孕/生育」的「价值/人生方向」，遇到「事业机会/职业转折」时，对重视「活力/新鲜感/有趣/共同体验」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00064","PF-A04","教育与文化资本","SC-S2-12","价值/人生方向","SC-S1-06","备孕/怀孕/生育","SC-S3-06","生育/育儿转折","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「教育与文化资本」进入「备孕/怀孕/生育」的「价值/人生方向」，遇到「生育/育儿转折」时，对重视「成长/能力/目标支持」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00065","PF-A04","教育与文化资本","SC-S2-12","价值/人生方向","SC-S1-06","备孕/怀孕/生育","SC-S3-06","生育/育儿转折","NF-N1-12","价值/人生方向/未来一致性","Gate / fit","N3-06/N3-07","当「教育与文化资本」进入「备孕/怀孕/生育」的「价值/人生方向」，遇到「生育/育儿转折」时，对重视「价值/人生方向/未来一致性」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00066","PF-A04","教育与文化资本","SC-S2-12","价值/人生方向","SC-S1-06","备孕/怀孕/生育","SC-S3-06","生育/育儿转折","NF-N1-09","活力/新鲜感/有趣/共同体验","Ideal range","N3-05/N3-06","当「教育与文化资本」进入「备孕/怀孕/生育」的「价值/人生方向」，遇到「生育/育儿转折」时，对重视「活力/新鲜感/有趣/共同体验」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00067","PF-A04","教育与文化资本","SC-S2-12","价值/人生方向","SC-S1-09","中年多重责任","SC-S3-02","事业机会/职业转折","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「教育与文化资本」进入「中年多重责任」的「价值/人生方向」，遇到「事业机会/职业转折」时，对重视「成长/能力/目标支持」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
"CC2-00068","PF-A04","教育与文化资本","SC-S2-12","价值/人生方向","SC-S1-09","中年多重责任","SC-S3-02","事业机会/职业转折","NF-N1-12","价值/人生方向/未来一致性","Gate / fit","N3-06/N3-07","当「教育与文化资本」进入「中年多重责任」的「价值/人生方向」，遇到「事业机会/职业转折」时，对重视「价值/人生方向/未来一致性」的人意味着什么？","constrained_mapping_v0.2","semantic_preflight"
