"topic_seed_id","series_id","series_name","entry_id","entry_label","mapped_person_concepts","entry_mapping_status","template_id","scene_focus","primary_need_id","topic_seed","generation_method","review_status"
"ST-0059","S01","工作岗位 / 工作方式系列","S01-E01","高频出差 / 外派岗位","PF-B06;PF-F02;PF-B01","mapped","T04","育儿 / 家庭责任","NF-N1-07","「高频出差 / 外派岗位」有了孩子以后：工作责任和家庭责任怎么同时扛？","generated_series_seed","unreviewed"
"ST-0060","S01","工作岗位 / 工作方式系列","S01-E01","高频出差 / 外派岗位","PF-B06;PF-F02;PF-B01","mapped","T05","Crisis / 可靠","NF-N1-07","平时忙可以接受；和「高频出差 / 外派岗位」在一起，真正需要对方的时候他能不能出现？","generated_series_seed","unreviewed"
"ST-0061","S01","工作岗位 / 工作方式系列","S01-E01","夜班 / 轮班工作","PF-B06;PF-F06","mapped","T01","恋爱 / 日常时间","NF-N1-02","和「夜班 / 轮班工作」谈恋爱：这份工作每天真正还能留下多少时间给关系？","generated_series_seed","unreviewed"
"ST-0062","S01","工作岗位 / 工作方式系列","S01-E01","夜班 / 轮班工作","PF-B06;PF-F06","mapped","T02","同居 / 作息","NF-N1-05","和「夜班 / 轮班工作」住在一起以后：工作节奏会怎样进入你们的作息和日常？","generated_series_seed","unreviewed"
"ST-0063","S01","工作岗位 / 工作方式系列","S01-E01","夜班 / 轮班工作","PF-B06;PF-F06","mapped","T03","事业机会 / 城市","NF-N1-12","「夜班 / 轮班工作」遇到一次重要职业机会：谁为谁调整城市、时间和计划？","generated_series_seed","unreviewed"
"ST-0064","S01","工作岗位 / 工作方式系列","S01-E01","夜班 / 轮班工作","PF-B06;PF-F06","mapped","T04","育儿 / 家庭责任","NF-N1-07","「夜班 / 轮班工作」有了孩子以后：工作责任和家庭责任怎么同时扛？","generated_series_seed","unreviewed"
"ST-0065","S01","工作岗位 / 工作方式系列","S01-E01","夜班 / 轮班工作","PF-B06;PF-F06","mapped","T05","Crisis / 可靠","NF-N1-07","平时忙可以接受；和「夜班 / 轮班工作」在一起，真正需要对方的时候他能不能出现？","generated_series_seed","unreviewed"
"ST-0066","S01","工作岗位 / 工作方式系列","S01-E01","工作清闲 / 低事业投入","PF-F01;PF-D05","mapped","T01","恋爱 / 日常时间","NF-N1-02","和「工作清闲 / 低事业投入」谈恋爱：这份工作每天真正还能留下多少时间给关系？","generated_series_seed","unreviewed"
"ST-0067","S01","工作岗位 / 工作方式系列","S01-E01","工作清闲 / 低事业投入","PF-F01;PF-D05","mapped","T02","同居 / 作息","NF-N1-05","和「工作清闲 / 低事业投入」住在一起以后：工作节奏会怎样进入你们的作息和日常？","generated_series_seed","unreviewed"
"ST-0068","S01","工作岗位 / 工作方式系列","S01-E01","工作清闲 / 低事业投入","PF-F01;PF-D05","mapped","T03","事业机会 / 城市","NF-N1-12","「工作清闲 / 低事业投入」遇到一次重要职业机会：谁为谁调整城市、时间和计划？","generated_series_seed","unreviewed"
"ST-0069","S01","工作岗位 / 工作方式系列","S01-E01","工作清闲 / 低事业投入","PF-F01;PF-D05","mapped","T04","育儿 / 家庭责任","NF-N1-07","「工作清闲 / 低事业投入」有了孩子以后：工作责任和家庭责任怎么同时扛？","generated_series_seed","unreviewed"
"ST-0070","S01","工作岗位 / 工作方式系列","S01-E01","工作清闲 / 低事业投入","PF-F01;PF-D05","mapped","T05","Crisis / 可靠","NF-N1-07","平时忙可以接受；和「工作清闲 / 低事业投入」在一起，真正需要对方的时候他能不能出现？","generated_series_seed","unreviewed"
"ST-0071","S01","工作岗位 / 工作方式系列","S01-E01","双城 / 长期异地工作","PF-B01;PF-B06","mapped","T01","恋爱 / 日常时间","NF-N1-02","和「双城 / 长期异地工作」谈恋爱：这份工作每天真正还能留下多少时间给关系？","generated_series_seed","unreviewed"
"ST-0072","S01","工作岗位 / 工作方式系列","S01-E01","双城 / 长期异地工作","PF-B01;PF-B06","mapped","T02","同居 / 作息","NF-N1-05","和「双城 / 长期异地工作」住在一起以后：工作节奏会怎样进入你们的作息和日常？","generated_series_seed","unreviewed"
"ST-0073","S01","工作岗位 / 工作方式系列","S01-E01","双城 / 长期异地工作","PF-B01;PF-B06","mapped","T03","事业机会 / 城市","NF-N1-12","「双城 / 长期异地工作」遇到一次重要职业机会：谁为谁调整城市、时间和计划？","generated_series_seed","unreviewed"
"ST-0074","S01","工作岗位 / 工作方式系列","S01-E01","双城 / 长期异地工作","PF-B01;PF-B06","mapped","T04","育儿 / 家庭责任","NF-N1-07","「双城 / 长期异地工作」有了孩子以后：工作责任和家庭责任怎么同时扛？","generated_series_seed","unreviewed"
"ST-0075","S01","工作岗位 / 工作方式系列","S01-E01","双城 / 长期异地工作","PF-B01;PF-B06","mapped","T05","Crisis / 可靠","NF-N1-07","平时忙可以接受；和「双城 / 长期异地工作」在一起，真正需要对方的时候他能不能出现？","generated_series_seed","unreviewed"
"ST-0076","S02","性格 / 气质系列","S02-E01","老实","PF-G08;PF-F04;PF-G05","needs_resolution","T01","标签拆解","NF-N1-03","大家都说「老实」的人好相处；这个词真正进入关系以后到底指什么？","generated_series_seed","unreviewed"
"ST-0077","S02","性格 / 气质系列","S02-E01","老实","PF-G08;PF-F04;PF-G05","needs_resolution","T02","冲突","NF-N1-07","「老实」的人遇到真正不同意的事时，会怎么吵、怎么说、怎么处理？","generated_series_seed","unreviewed"
"ST-0078","S02","性格 / 气质系列","S02-E01","老实","PF-G08;PF-F04;PF-G05","needs_resolution","T03","压力","NF-N1-05","平时看起来很「老实」；压力真的上来以后，这个特点还会怎么表现？","generated_series_seed","unreviewed"
"ST-0079","S02","性格 / 气质系列","S02-E01","老实","PF-G08;PF-F04;PF-G05","needs_resolution","T04","Need / Fit","NF-N1-04","同一个「老实」的人，为什么有人觉得很舒服，有人却长期很累？","generated_series_seed","unreviewed"
"ST-0080","S02","性格 / 气质系列","S02-E01","情绪稳定","PF-E03","mapped","T01","标签拆解","NF-N1-03","大家都说「情绪稳定」的人好相处；这个词真正进入关系以后到底指什么？","generated_series_seed","unreviewed"
"ST-0081","S02","性格 / 气质系列","S02-E01","情绪稳定","PF-E03","mapped","T02","冲突","NF-N1-07","「情绪稳定」的人遇到真正不同意的事时，会怎么吵、怎么说、怎么处理？","generated_series_seed","unreviewed"
"ST-0082","S02","性格 / 气质系列","S02-E01","情绪稳定","PF-E03","mapped","T03","压力","NF-N1-05","平时看起来很「情绪稳定」；压力真的上来以后，这个特点还会怎么表现？","generated_series_seed","unreviewed"
"ST-0083","S02","性格 / 气质系列","S02-E01","情绪稳定","PF-E03","mapped","T04","Need / Fit","NF-N1-04","同一个「情绪稳定」的人，为什么有人觉得很舒服，有人却长期很累？","generated_series_seed","unreviewed"
"ST-0084","S02","性格 / 气质系列","S02-E01","理性","PF-E02;PF-E03","mapped","T01","标签拆解","NF-N1-03","大家都说「理性」的人好相处；这个词真正进入关系以后到底指什么？","generated_series_seed","unreviewed"
"ST-0085","S02","性格 / 气质系列","S02-E01","理性","PF-E02;PF-E03","mapped","T02","冲突","NF-N1-07","「理性」的人遇到真正不同意的事时，会怎么吵、怎么说、怎么处理？","generated_series_seed","unreviewed"
"ST-0086","S02","性格 / 气质系列","S02-E01","理性","PF-E02;PF-E03","mapped","T03","压力","NF-N1-05","平时看起来很「理性」；压力真的上来以后，这个特点还会怎么表现？","generated_series_seed","unreviewed"
"ST-0087","S02","性格 / 气质系列","S02-E01","理性","PF-E02;PF-E03","mapped","T04","Need / Fit","NF-N1-04","同一个「理性」的人，为什么有人觉得很舒服，有人却长期很累？","generated_series_seed","unreviewed"
"ST-0088","S02","性格 / 气质系列","S02-E01","强势 / 有主见","PF-G09;PF-E02","mapped","T01","标签拆解","NF-N1-03","大家都说「强势 / 有主见」的人好相处；这个词真正进入关系以后到底指什么？","generated_series_seed","unreviewed"
"ST-0089","S02","性格 / 气质系列","S02-E01","强势 / 有主见","PF-G09;PF-E02","mapped","T02","冲突","NF-N1-07","「强势 / 有主见」的人遇到真正不同意的事时，会怎么吵、怎么说、怎么处理？","generated_series_seed","unreviewed"
"ST-0090","S02","性格 / 气质系列","S02-E01","强势 / 有主见","PF-G09;PF-E02","mapped","T03","压力","NF-N1-05","平时看起来很「强势 / 有主见」；压力真的上来以后，这个特点还会怎么表现？","generated_series_seed","unreviewed"
"ST-0091","S02","性格 / 气质系列","S02-E01","强势 / 有主见","PF-G09;PF-E02","mapped","T04","Need / Fit","NF-N1-04","同一个「强势 / 有主见」的人，为什么有人觉得很舒服，有人却长期很累？","generated_series_seed","unreviewed"
"ST-0092","S02","性格 / 气质系列","S02-E01","随和 / 脾气好","PF-G05;PF-E03","mapped","T01","标签拆解","NF-N1-03","大家都说「随和 / 脾气好」的人好相处；这个词真正进入关系以后到底指什么？","generated_series_seed","unreviewed"
"ST-0093","S02","性格 / 气质系列","S02-E01","随和 / 脾气好","PF-G05;PF-E03","mapped","T02","冲突","NF-N1-07","「随和 / 脾气好」的人遇到真正不同意的事时，会怎么吵、怎么说、怎么处理？","generated_series_seed","unreviewed"
"ST-0094","S02","性格 / 气质系列","S02-E01","随和 / 脾气好","PF-G05;PF-E03","mapped","T03","压力","NF-N1-05","平时看起来很「随和 / 脾气好」；压力真的上来以后，这个特点还会怎么表现？","generated_series_seed","unreviewed"
"ST-0095","S02","性格 / 气质系列","S02-E01","随和 / 脾气好","PF-G05;PF-E03","mapped","T04","Need / Fit","NF-N1-04","同一个「随和 / 脾气好」的人，为什么有人觉得很舒服，有人却长期很累？","generated_series_seed","unreviewed"
"ST-0096","S02","性格 / 气质系列","S02-E01","敏感","PF-E03;PF-G01","needs_resolution","T01","标签拆解","NF-N1-03","大家都说「敏感」的人好相处；这个词真正进入关系以后到底指什么？","generated_series_seed","unreviewed"
"ST-0097","S02","性格 / 气质系列","S02-E01","敏感","PF-E03;PF-G01","needs_resolution","T02","冲突","NF-N1-07","「敏感」的人遇到真正不同意的事时，会怎么吵、怎么说、怎么处理？","generated_series_seed","unreviewed"
"ST-0098","S02","性格 / 气质系列","S02-E01","敏感","PF-E03;PF-G01","needs_resolution","T03","压力","NF-N1-05","平时看起来很「敏感」；压力真的上来以后，这个特点还会怎么表现？","generated_series_seed","unreviewed"
"ST-0099","S02","性格 / 气质系列","S02-E01","敏感","PF-E03;PF-G01","needs_resolution","T04","Need / Fit","NF-N1-04","同一个「敏感」的人，为什么有人觉得很舒服，有人却长期很累？","generated_series_seed","unreviewed"
"ST-0100","S02","性格 / 气质系列","S02-E01","内向","PF-F04","needs_resolution","T01","标签拆解","NF-N1-03","大家都说「内向」的人好相处；这个词真正进入关系以后到底指什么？","generated_series_seed","unreviewed"
"ST-0101","S02","性格 / 气质系列","S02-E01","内向","PF-F04","needs_resolution","T02","冲突","NF-N1-07","「内向」的人遇到真正不同意的事时，会怎么吵、怎么说、怎么处理？","generated_series_seed","unreviewed"
