"raw_id","source_id","raw_layer","raw_term","notes"
"SC-R047","SC02","person_resource","钱",""
"SC-R048","SC02","person_resource","情绪容量",""
"SC-R049","SC02","person_resource","身体状态",""
"SC-R050","SC02","person_resource","社会资源",""
"SC-R051","SC02","resource_destination","工作",""
"SC-R052","SC02","resource_destination","伴侣",""
"SC-R053","SC02","resource_destination","孩子",""
"SC-R054","SC02","resource_destination","父母",""
"SC-R055","SC02","resource_destination","朋友",""
"SC-R056","SC02","resource_destination","兴趣",""
"SC-R057","SC02","resource_destination","健身",""
"SC-R058","SC02","resource_destination","学习",""
"SC-R059","SC02","resource_destination","休息",""
"SC-R060","SC02","resource_destination","自己",""
"SC-R061","SC02","daily_domain","睡眠",""
"SC-R062","SC02","daily_domain","饮食",""
"SC-R063","SC02","daily_domain","卫生",""
"SC-R064","SC02","daily_domain","整洁",""
"SC-R065","SC02","daily_domain","手机",""
"SC-R066","SC02","daily_domain","游戏",""
"SC-R067","SC02","daily_domain","娱乐",""
"SC-R068","SC02","daily_domain","宠物",""
"SC-R069","SC02","daily_domain","休息",""
"SC-R070","SC02","work_domain","工作时间",""
"SC-R071","SC02","work_domain","出差",""
"SC-R072","SC02","work_domain","职业野心",""
"SC-R073","SC02","work_domain","收入变化",""
"SC-R074","SC02","work_domain","学习",""
"SC-R075","SC02","work_domain","创业",""
"SC-R076","SC02","work_domain","职业迁移",""
"SC-R077","SC02","work_domain","谁为谁牺牲机会",""
"SC-R078","SC02","money_domain","收入",""
"SC-R079","SC02","money_domain","财富",""
"SC-R080","SC02","money_domain","负债",""
"SC-R081","SC02","money_domain","消费",""
"SC-R082","SC02","money_domain","储蓄",""
"SC-R083","SC02","money_domain","投资",""
"SC-R084","SC02","money_domain","大额支出",""
"SC-R085","SC02","money_domain","共同账户",""
"SC-R086","SC02","money_domain","财务透明",""
"SC-R087","SC02","money_domain","风险偏好",""
"SC-R088","SC02","household_domain","家务",""
"SC-R089","SC02","household_domain","做饭",""
"SC-R090","SC02","household_domain","采购",""
"SC-R091","SC02","household_domain","计划",""
"SC-R092","SC02","household_domain","mental load",""
"SC-R093","SC02","household_domain","育儿",""
"SC-R094","SC02","household_domain","接送",""
"SC-R095","SC02","household_domain","老人照护",""
"SC-R096","SC02","children_domain","要不要孩子",""
"SC-R097","SC02","children_domain","什么时候要",""
"SC-R098","SC02","children_domain","生几个",""
"SC-R099","SC02","children_domain","生育风险",""
"SC-R100","SC02","children_domain","育儿方式",""
"SC-R101","SC02","children_domain","教育",""
"SC-R102","SC02","children_domain","时间分配",""
"SC-R103","SC02","children_domain","职业牺牲",""
"SC-R104","SC02","parent_family_domain","父母边界",""
"SC-R105","SC02","parent_family_domain","经济支持",""
"SC-R106","SC02","parent_family_domain","和父母居住",""
"SC-R107","SC02","parent_family_domain","节假日",""
"SC-R108","SC02","parent_family_domain","照护",""
"SC-R109","SC02","parent_family_domain","父母干预",""
"SC-R110","SC02","parent_family_domain","家庭文化",""
"SC-R111","SC02","social_space_domain","朋友",""
"SC-R112","SC02","social_space_domain","异性边界",""
"SC-R113","SC02","social_space_domain","聚会",""
"SC-R114","SC02","social_space_domain","独处",""
"SC-R115","SC02","social_space_domain","兴趣",""
"SC-R116","SC02","social_space_domain","各自生活",""
"SC-R117","SC02","social_space_domain","共同朋友圈",""
"SC-R118","SC02","sex_intimacy_domain","性欲",""
"SC-R119","SC02","sex_intimacy_domain","性频率",""
"SC-R120","SC02","sex_intimacy_domain","性偏好",""
"SC-R121","SC02","sex_intimacy_domain","性沟通",""
"SC-R122","SC02","sex_intimacy_domain","身体接触",""
"SC-R123","SC02","sex_intimacy_domain","忠诚边界",""
"SC-R124","SC02","sex_intimacy_domain","身体变化",""
"SC-R125","SC02","health_care_domain","身体疾病",""
"SC-R126","SC02","health_care_domain","心理状态",""
"SC-R127","SC02","health_care_domain","慢性病",""
"SC-R128","SC02","health_care_domain","意外",""
"SC-R129","SC02","health_care_domain","残障",""
"SC-R130","SC02","health_care_domain","照护责任",""
"SC-R131","SC02","health_care_domain","老年",""
"SC-R132","SC02","location_domain","城市",""
"SC-R133","SC02","location_domain","房子",""
"SC-R134","SC02","location_domain","通勤",""
"SC-R135","SC02","location_domain","异地",""
"SC-R136","SC02","location_domain","移民",""
"SC-R137","SC02","location_domain","气候",""
"SC-R138","SC02","location_domain","生活成本",""
"SC-R139","SC02","values_domain","宗教",""
"SC-R140","SC02","values_domain","道德",""
"SC-R141","SC02","values_domain","社会议题",""
"SC-R142","SC02","values_domain","人生意义",""
"SC-R143","SC02","values_domain","家庭理解",""
"SC-R144","SC02","values_domain","成功理解",""
"SC-R145","SC02","values_domain","自由理解",""
"SC-R146","SC02","major_transition","生孩子",""
"SC-R147","SC02","major_transition","失业",""
"SC-R148","SC02","major_transition","疾病",""
"SC-R149","SC02","major_transition","父母住院",""
"SC-R150","SC02","major_transition","缺钱",""
"SC-R151","SC02","major_transition","创业",""
"SC-R152","SC02","major_transition","长期加班",""
"SC-R153","SC02","major_transition","孩子生病",""
"SC-R154","SC02","relationship_state","吸引/欲望",""
"SC-R155","SC02","relationship_state","亲密/连接",""
"SC-R156","SC02","relationship_state","信任/安全",""
"SC-R157","SC02","relationship_state","被理解/被回应",""
"SC-R158","SC02","relationship_state","满意",""
"SC-R159","SC02","relationship_state","怨恨/消耗",""
"SC-R160","SC02","relationship_state","自主/空间",""
"SC-R161","SC02","relationship_state","性满意",""
"SC-R162","SC02","relationship_state","承诺",""
"SC-R163","SC03","scene_template","普通周末",""
"SC-R164","SC03","scene_template","住到一起以后",""
"SC-R165","SC03","scene_template","重大事业机会",""
"SC-R166","SC03","scene_template","真正需要对方的时候",""
"SC-R167","SC03","weekend_probe","陪伴",""
"SC-R168","SC03","weekend_probe","兴趣",""
"SC-R169","SC03","weekend_probe","社交",""
"SC-R170","SC03","weekend_probe","个人空间",""
"SC-R171","SC03","weekend_probe","共同活动",""
"SC-R172","SC03","cohabitation_probe","家务",""
"SC-R173","SC03","cohabitation_probe","作息",""
"SC-R174","SC03","cohabitation_probe","钱",""
"SC-R175","SC03","cohabitation_probe","整洁",""
"SC-R176","SC03","cohabitation_probe","公平",""
"SC-R177","SC03","cohabitation_probe","mental load",""
"SC-R178","SC03","career_probe","事业",""
"SC-R179","SC03","career_probe","钱",""
"SC-R180","SC03","career_probe","陪伴",""
"SC-R181","SC03","career_probe","城市",""
"SC-R182","SC03","career_probe","支持",""
"SC-R183","SC03","career_probe","谁为谁调整",""
"SC-R184","SC03","crisis_probe","生病",""
"SC-R185","SC03","crisis_probe","工作低谷",""
"SC-R186","SC03","crisis_probe","老人住院",""
"SC-R187","SC03","crisis_probe","经济压力",""
"SC-R188","SC03","crisis_probe","重要个人事件",""
"SC-R189","SC03","crisis_probe","关键时刻可靠",""
"SC-R190","SC04","life_run_beat","关系稳定下来",""
"SC-R191","SC04","life_run_beat","形成日常生活节奏",""
"SC-R192","SC04","life_run_beat","反复出现的小问题",""
"SC-R193","SC04","life_run_beat","共同生活加深",""
"SC-R194","SC04","life_run_beat","真正的人生压力",""
"SC-R195","SC04","life_run_beat","继续还是离开",""
"SC-R196","SC04","encounter_scene","约会排队",""
"SC-R197","SC04","encounter_scene","临时工作电话",""
"SC-R198","SC04","encounter_scene","朋友临时聚会",""
"SC-R199","SC04","encounter_scene","约会提前结束",""
"SC-R200","SC04","encounter_scene","周末安排差异",""
"SC-R201","SC04","daily_event","晚上见不见",""
"SC-R202","SC04","daily_event","周末一起还是各自安排",""
"SC-R203","SC04","daily_event","要不要参加朋友聚会",""
"SC-R204","SC04","daily_event","谁主动联系",""
"SC-R205","SC04","cohabitation_scene","洗衣",""
"SC-R206","SC04","cohabitation_scene","采购",""
"SC-R207","SC04","cohabitation_scene","收拾",""
"SC-R208","SC04","cohabitation_scene","私人空间",""
"SC-R209","SC04","cohabitation_scene","朋友来访",""
"SC-R210","SC04","cohabitation_scene","生活计划",""
"SC-R211","SC04","career_scene","去外地一年",""
"SC-R212","SC04","career_scene","收入职位明显提升",""
"SC-R213","SC04","career_scene","出差增加",""
"SC-R214","SC04","career_scene","搬迁",""
"SC-R215","SC04","career_scene","伴侣是否支持",""
"SC-R216","SC04","career_scene","条件协商",""
"SC-R217","SC04","crisis_scene","玩家生病",""
"SC-R218","SC04","crisis_scene","家庭突发事件",""
"SC-R219","SC04","crisis_scene","真正需要伴侣出现",""
"SC-R220","SC04","final_decision","继续",""
"SC-R221","SC04","final_decision","必须改变一件事",""
"SC-R222","SC04","final_decision","犹豫",""
"SC-R223","SC04","final_decision","离开",""
"SC-R224","SC05","engine_event","WEEKEND",""
"SC-R225","SC05","engine_event","COHABITATION",""
"SC-R226","SC05","engine_event","CAREER_OPPORTUNITY",""
"SC-R227","SC05","engine_event","CRISIS",""
"SC-R228","SC05","engine_event","WORKWEEK",""
"SC-R229","SC05","engine_event","EXPRESS_NEED",""
"SC-R230","SC05","engine_event","EXPRESS_SPACE",""
"SC-R231","SC05","engine_event","FRIEND_GATHERING",""
"SC-R232","SC05","engine_event","PLAN_CHANGE",""
"SC-R233","SC05","engine_event","BUDGET",""
"SC-R234","SC05","engine_event","FAMILY_DUTY",""
"SC-R235","SC05","player_action","加入对方安排",""
"SC-R236","SC05","player_action","协商",""
"SC-R237","SC05","player_action","各自活动",""
"SC-R238","SC05","player_action","抗议",""
"SC-R239","SC05","player_action","接受分工",""
"SC-R240","SC05","player_action","协商分工",""
"SC-R241","SC05","player_action","轮换分工",""
"SC-R242","SC05","player_action","退出",""
"SC-R243","SC05","player_action","支持事业机会",""
"SC-R244","SC05","player_action","协商条件",""
"SC-R245","SC05","player_action","反对",""
"SC-R246","SC05","player_action","要求延期",""
"SC-R247","SC05","player_action","直接求助",""
"SC-R248","SC05","player_action","请求实际帮助",""
"SC-R249","SC05","player_action","自己处理",""
"SC-R250","SC05","player_action","要求固定时间",""
"SC-R251","SC05","player_action","要求更多时间",""
"SC-R252","SC05","player_action","表达需要",""
"SC-R253","SC05","player_action","表达边界",""
"SC-R254","SC05","player_action","要求改变",""
"SC-R255","SC05","player_action","要求一晚空间",""
"SC-R256","SC05","player_action","要求每周空间",""
"SC-R257","SC05","player_action","要求独立兴趣",""
"SC-R258","SC05","player_action","参加聚会",""
"SC-R259","SC05","player_action","不参加",""
"SC-R260","SC05","player_action","讨论社交边界",""
"SC-R261","SC05","player_action","接受临时改计划",""
"SC-R262","SC05","player_action","坚持原计划",""
"SC-R263","SC05","player_action","多存钱",""
"SC-R264","SC05","player_action","维持预算",""
"SC-R265","SC05","player_action","多花钱",""
"SC-R266","SC05","player_action","协商财务目标",""
"SC-R267","SC05","player_action","承担更多家庭责任",""
"SC-R268","SC05","player_action","均分",""
"SC-R269","SC05","player_action","按能力分",""
"SC-R270","SC05","player_action","拒绝额外责任",""
"SC-R271","SC06","transition_signal","怀孕到产后","Transition-to-parenthood evidence"
"SC-R272","SC06","transition_signal","成为父母","Transition-to-parenthood evidence"
"SC-R273","SC06","transition_signal","产后第一年","Transition-to-parenthood evidence"
"SC-R274","SC06","transition_signal","关系满意度变化","Transition-to-parenthood evidence"
"SC-R275","SC06","transition_signal","新父母适应","Transition-to-parenthood evidence"
"SC-R276","SC06","transition_signal","孩子出生后的长期调整","Transition-to-parenthood evidence"
"SC-R277","SC07","work_family_conflict","工作侵入家庭","Meta-analysis concepts"
"SC-R278","SC07","work_family_conflict","家庭责任影响工作","Meta-analysis concepts"
"SC-R279","SC07","work_family_conflict","时间冲突","Meta-analysis concepts"
"SC-R280","SC07","work_family_conflict","角色冲突","Meta-analysis concepts"
"SC-R281","SC07","work_family_conflict","压力冲突","Meta-analysis concepts"
"SC-R282","SC07","work_family_conflict","伴侣关系质量","Meta-analysis concepts"
"SC-R283","SC08","financial_stressor","财务冲突","Systematic review concepts"
"SC-R284","SC08","financial_stressor","财务欺瞒","Systematic review concepts"
"SC-R285","SC08","financial_stressor","物质主义","Systematic review concepts"
"SC-R286","SC08","financial_stressor","经济压力","Systematic review concepts"
"SC-R287","SC08","financial_stressor","共同财务安排","Systematic review concepts"
"SC-R288","SC09","sexual_scene","谈性需求","Meta-analysis dimensions"
"SC-R289","SC09","sexual_scene","谈性偏好","Meta-analysis dimensions"
"SC-R290","SC09","sexual_scene","性自我披露","Meta-analysis dimensions"
"SC-R291","SC09","sexual_scene","性沟通质量","Meta-analysis dimensions"
"SC-R292","SC09","sexual_scene","性满意","Meta-analysis dimensions"
"SC-R293","SC09","sexual_scene","关系满意","Meta-analysis dimensions"
"SC-R294","SC10","health_stressor","慢性病诊断","Dyadic coping concepts"
"SC-R295","SC10","health_stressor","长期治疗","Dyadic coping concepts"
"SC-R296","SC10","health_stressor","伴侣照护","Dyadic coping concepts"
"SC-R297","SC10","health_stressor","共同应对压力","Dyadic coping concepts"
"SC-R298","SC10","health_stressor","患者-伴侣互相影响","Dyadic coping concepts"
"SC-R299","SC10","health_stressor","共同疾病管理","Dyadic coping concepts"
"SC-R300","SC11","sleep_scene","睡眠质量","Sleep meta-analysis concepts"
"SC-R301","SC11","sleep_scene","睡眠时长","Sleep meta-analysis concepts"
"SC-R302","SC11","sleep_scene","伴侣回应","Sleep meta-analysis concepts"
"SC-R303","SC11","sleep_scene","伴侣冲突","Sleep meta-analysis concepts"
"SC-R304","SC11","sleep_scene","自我披露","Sleep meta-analysis concepts"
"SC-R305","SC11","sleep_scene","被拒绝感","Sleep meta-analysis concepts"
"SC-R306","SC11","sleep_scene","作息影响","Sleep meta-analysis concepts"
"SC-R307","SC12","parenthood_labor","产后家务分配","Transition-to-parenthood fairness study"
"SC-R308","SC12","parenthood_labor","产后育儿分配","Transition-to-parenthood fairness study"
"SC-R309","SC12","parenthood_labor","公平感","Transition-to-parenthood fairness study"
"SC-R310","SC12","parenthood_labor","伴侣支持","Transition-to-parenthood fairness study"
"SC-R311","SC12","parenthood_labor","负面互动","Transition-to-parenthood fairness study"
"SC-R312","SC12","parenthood_labor","关系满意","Transition-to-parenthood fairness study"
"SC-R313","SC13","employment_shock","伴侣失业","Unemployment couple study"
"SC-R314","SC13","employment_shock","收入下降","Unemployment couple study"
"SC-R315","SC13","employment_shock","健康满意","Unemployment couple study"
"SC-R316","SC13","employment_shock","休闲满意","Unemployment couple study"
"SC-R317","SC13","employment_shock","家务满意","Unemployment couple study"
"SC-R318","SC13","employment_shock","家庭生活满意","Unemployment couple study"
"SC-R319","SC13","employment_shock","失业后的角色变化","Unemployment couple study"
"SC-R320","SC14","disability_scene","身体残障","Systematic review concepts"
"SC-R321","SC14","disability_scene","感觉障碍","Systematic review concepts"
"SC-R322","SC14","disability_scene","角色责任改变","Systematic review concepts"
"SC-R323","SC14","disability_scene","沟通改变","Systematic review concepts"
"SC-R324","SC14","disability_scene","性亲密受损","Systematic review concepts"
"SC-R325","SC14","disability_scene","社会参与减少","Systematic review concepts"
"SC-R326","SC14","disability_scene","共同应对","Systematic review concepts"
"SC-R327","SC15","china_work_family","女性就业","China CFPS study"
"SC-R328","SC15","china_work_family","女性工作时长","China CFPS study"
"SC-R329","SC15","china_work_family","双职工","China CFPS study"
"SC-R330","SC15","china_work_family","生育照护","China CFPS study"
"SC-R331","SC15","china_work_family","育儿负担","China CFPS study"
"SC-R332","SC15","china_work_family","家务负担","China CFPS study"
"SC-R333","SC15","china_work_family","与长辈同住","China CFPS study"
"SC-R334","SC15","china_work_family","亲属支持","China CFPS study"
"SC-R335","SC15","china_work_family","时间冲突","China CFPS study"
"SC-R336","SC15","china_work_family","角色冲突","China CFPS study"
"SC-R337","SC15","china_work_family","压力冲突","China CFPS study"
"SC-R338","SC16","china_intergenerational","夫妻与父母关系","Chinese longitudinal dyadic study"
"SC-R339","SC16","china_intergenerational","夫妻与姻亲关系","Chinese longitudinal dyadic study"
"SC-R340","SC16","china_intergenerational","孝亲义务","Chinese longitudinal dyadic study"
"SC-R341","SC16","china_intergenerational","父母介入","Chinese longitudinal dyadic study"
"SC-R342","SC16","china_intergenerational","婚后早期","Chinese longitudinal dyadic study"
"SC-R343","SC16","china_intergenerational","多重家庭关系","Chinese longitudinal dyadic study"
"SC-R344","SC17","china_income_housework","夫妻收入分工","CFPS 2010-2022"
"SC-R345","SC17","china_income_housework","夫妻家务分工","CFPS 2010-2022"
"SC-R346","SC17","china_income_housework","传统收入角色","CFPS 2010-2022"
"SC-R347","SC17","china_income_housework","家务角色组合","CFPS 2010-2022"
"SC-R348","SC17","china_income_housework","生活满意","CFPS 2010-2022"
"SC-R349","SC18","china_parenting_stress","育儿压力","Southwest China parenting couples"
"SC-R350","SC18","china_parenting_stress","母亲抑郁","Southwest China parenting couples"
"SC-R351","SC18","china_parenting_stress","婚姻冲突","Southwest China parenting couples"
"SC-R352","SC18","china_parenting_stress","婚姻满意","Southwest China parenting couples"
"SC-R353","SC18","china_parenting_stress","父亲共情","Southwest China parenting couples"
"SC-R354","SC19","china_parent_proximity","父系居住","Intergenerational proximity"
"SC-R355","SC19","china_parent_proximity","母系居住","Intergenerational proximity"
"SC-R356","SC19","china_parent_proximity","另居","Intergenerational proximity"
"SC-R357","SC19","china_parent_proximity","与父母距离","Intergenerational proximity"
"SC-R358","SC19","china_parent_proximity","婚后居住安排","Intergenerational proximity"
"SC-R359","SC20","financial_arrangement","钱完全合并","Pooling finances study"
"SC-R360","SC20","financial_arrangement","部分合并","Pooling finances study"
"SC-R361","SC20","financial_arrangement","完全分开","Pooling finances study"
"SC-R362","SC20","financial_arrangement","低收入家庭","Pooling finances study"
"SC-R363","SC20","financial_arrangement","财务压力","Pooling finances study"
"SC-R364","SC20","financial_arrangement","分手风险","Pooling finances study"
